Period,Period Label,Commodity,Commodity Label,Index Base 2015,Index Base 2015 Footnote,Index Base 2015 Missing value,"Growth rate, year-on-year","Growth rate, year-on-year Footnote","Growth rate, year-on-year Missing value",Growth rate (over previous period),Growth rate (over previous period) Footnote,Growth rate (over previous period) Missing value
2022M12,"Dec. 2022",IN0001.23,"All groups excl. precious metals",187.33,,,6.5283,,,-4.2035,,
2022M12,"Dec. 2022",IN0001.24,"All groups excl. precious metals and fuels",146.31,,,-4.1847,,,3.6777,,
2023M01,"Jan. 2023",IN0001.20,"All groups",170.29,,,-3.7747,,,-7.0063,,
2023M01,"Jan. 2023",IN0001.01,"All food",133.62,,,-6.1064,,,-0.1345,,
2023M01,"Jan. 2023",IN0001.02,"Food",126.25,,,-0.0158,,,1.7653,,
2023M01,"Jan. 2023",IN0001.03,"Tropical beverages",117.08,,,-16.941,,,-0.1705,,
2023M01,"Jan. 2023",IN0001.04,"Vegetable oilseeds and oils",155.86,,,-8.8485,,,-2.6727,,
2023M01,"Jan. 2023",IN0001.06,"Agricultural raw materials",102.56,,,-10.2869,,,2.0802,,
2023M01,"Jan. 2023",IN0001.07,"Minerals, ores and metals",175.04,,,-0.2337,,,5.9757,,
2023M01,"Jan. 2023",IN0001.08,"Minerals, ores and non-precious metals",194.13,,,-4.6466,,,6.6063,,
2023M01,"Jan. 2023",IN0001.09,"Precious metals",159.96,,,4.4057,,,5.3755,,
2023M01,"Jan. 2023",IN0001.10,"Fuels",180.57,,,-4.2881,,,-11.8224,,
2023M01,"Jan. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M01,"Jan. 2023",IN0001.05,"Tropical beverages and food",123.99,,,-4.5423,,,1.3073,,
2023M01,"Jan. 2023",IN0001.22,"All groups excl. fuels",153.64,,,-2.7718,,,3.7968,,
2023M01,"Jan. 2023",IN0001.23,"All groups excl. precious metals",171.68,,,-4.7122,,,-8.3542,,
2023M01,"Jan. 2023",IN0001.24,"All groups excl. precious metals and fuels",150.79,,,-5.868,,,3.062,,
2023M02,"Feb. 2023",IN0001.20,"All groups",165.14,,,-12.5688,,,-3.0243,,
2023M02,"Feb. 2023",IN0001.01,"All food",136.42,,,-8.6942,,,2.0955,,
2023M02,"Feb. 2023",IN0001.02,"Food",127.09,,,-0.9122,,,0.6653,,
2023M02,"Feb. 2023",IN0001.03,"Tropical beverages",126.72,,,-13.5784,,,8.2337,,
2023M02,"Feb. 2023",IN0001.04,"Vegetable oilseeds and oils",158.16,,,-15.7738,,,1.4757,,
2023M02,"Feb. 2023",IN0001.06,"Agricultural raw materials",100.73,,,-12.9687,,,-1.7843,,
2023M02,"Feb. 2023",IN0001.07,"Minerals, ores and metals",172.61,,,-4.8666,,,-1.3883,,
2023M02,"Feb. 2023",IN0001.08,"Minerals, ores and non-precious metals",194.41,,,-8.6805,,,0.1442,,
2023M02,"Feb. 2023",IN0001.09,"Precious metals",155.38,,,-0.7791,,,-2.8632,,
2023M02,"Feb. 2023",IN0001.10,"Fuels",172.58,,,-15.5014,,,-4.4249,,
2023M02,"Feb. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M02,"Feb. 2023",IN0001.05,"Tropical beverages and food",127,,,-4.3531,,,2.4276,,
2023M02,"Feb. 2023",IN0001.22,"All groups excl. fuels",153.08,,,-6.6358,,,-0.3645,,
2023M02,"Feb. 2023",IN0001.23,"All groups excl. precious metals",166.45,,,-13.8502,,,-3.0464,,
2023M02,"Feb. 2023",IN0001.24,"All groups excl. precious metals and fuels",152.05,,,-9.0991,,,0.8356,,
2023M03,"Mar. 2023",IN0001.20,"All groups",158.34,,,-29.5045,,,-4.1177,,
2023M03,"Mar. 2023",IN0001.01,"All food",134.42,,,-15.4857,,,-1.4661,,
2023M03,"Mar. 2023",IN0001.02,"Food",127.09,,,-6.9347,,,0,,
2023M03,"Mar. 2023",IN0001.03,"Tropical beverages",124.17,,,-8.7857,,,-2.0123,,
2023M03,"Mar. 2023",IN0001.04,"Vegetable oilseeds and oils",153,,,-27.5637,,,-3.2625,,
2023M03,"Mar. 2023",IN0001.06,"Agricultural raw materials",99.23,,,-14.3683,,,-1.4891,,
2023M03,"Mar. 2023",IN0001.07,"Minerals, ores and metals",173.23,,,-10.6186,,,0.3592,,
2023M03,"Mar. 2023",IN0001.08,"Minerals, ores and non-precious metals",190.22,,,-17.6751,,,-2.1552,,
2023M03,"Mar. 2023",IN0001.09,"Precious metals",159.8,,,-2.7862,,,2.8446,,
2023M03,"Mar. 2023",IN0001.10,"Fuels",161.89,,,-36.6875,,,-6.1942,,
2023M03,"Mar. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M03,"Mar. 2023",IN0001.05,"Tropical beverages and food",126.37,,,-7.3873,,,-0.4961,,
2023M03,"Mar. 2023",IN0001.22,"All groups excl. fuels",152.59,,,-12.4053,,,-0.3201,,
2023M03,"Mar. 2023",IN0001.23,"All groups excl. precious metals",158.15,,,-32.037,,,-4.9865,,
2023M03,"Mar. 2023",IN0001.24,"All groups excl. precious metals and fuels",149.34,,,-16.3923,,,-1.7823,,
2023M04,"Apr. 2023",IN0001.20,"All groups",163.21,,,-22.7847,,,3.0757,,
2023M04,"Apr. 2023",IN0001.01,"All food",138.82,,,-12.6973,,,3.2733,,
2023M04,"Apr. 2023",IN0001.02,"Food",135.52,,,-1.6974,,,6.6331,,
2023M04,"Apr. 2023",IN0001.03,"Tropical beverages",129.06,,,-7.1644,,,3.9381,,
2023M04,"Apr. 2023",IN0001.04,"Vegetable oilseeds and oils",150.12,,,-27.5483,,,-1.8824,,
2023M04,"Apr. 2023",IN0001.06,"Agricultural raw materials",101.84,,,-12.0173,,,2.6303,,
2023M04,"Apr. 2023",IN0001.07,"Minerals, ores and metals",175.85,,,-9.0933,,,1.5124,,
2023M04,"Apr. 2023",IN0001.08,"Minerals, ores and non-precious metals",185.41,,,-20.2194,,,-2.5287,,
2023M04,"Apr. 2023",IN0001.09,"Precious metals",168.3,,,3.4737,,,5.3191,,
2023M04,"Apr. 2023",IN0001.10,"Fuels",167.76,,,-28.4422,,,3.6259,,
2023M04,"Apr. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M04,"Apr. 2023",IN0001.05,"Tropical beverages and food",133.93,,,-3.0547,,,5.9824,,
2023M04,"Apr. 2023",IN0001.22,"All groups excl. fuels",155.83,,,-10.4271,,,2.1233,,
2023M04,"Apr. 2023",IN0001.23,"All groups excl. precious metals",162.52,,,-25.4188,,,2.7632,,
2023M04,"Apr. 2023",IN0001.24,"All groups excl. precious metals and fuels",150.21,,,-16.1119,,,0.5826,,
2023M05,"May  2023",IN0001.20,"All groups",148.98,,,-31.3962,,,-8.7188,,
2023M05,"May  2023",IN0001.01,"All food",136.66,,,-14.007,,,-1.556,,
2023M05,"May  2023",IN0001.02,"Food",135.87,,,-2.005,,,0.2583,,
2023M05,"May  2023",IN0001.03,"Tropical beverages",126.02,,,-7.2427,,,-2.3555,,
2023M05,"May  2023",IN0001.04,"Vegetable oilseeds and oils",144.07,,,-30.505,,,-4.0301,,
2023M05,"May  2023",IN0001.06,"Agricultural raw materials",101.38,,,-13.0606,,,-0.4517,,
2023M05,"May  2023",IN0001.07,"Minerals, ores and metals",169.4,,,-4.5203,,,-3.6679,,
2023M05,"May  2023",IN0001.08,"Minerals, ores and non-precious metals",172.26,,,-16.3705,,,-7.0924,,
2023M05,"May  2023",IN0001.09,"Precious metals",167.14,,,7.9297,,,-0.6892,,
2023M05,"May  2023",IN0001.10,"Fuels",147.46,,,-40.8433,,,-12.1006,,
2023M05,"May  2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M05,"May  2023",IN0001.05,"Tropical beverages and food",133.44,,,-3.2763,,,-0.3659,,
2023M05,"May  2023",IN0001.22,"All groups excl. fuels",151.44,,,-8.2793,,,-2.8172,,
2023M05,"May  2023",IN0001.23,"All groups excl. precious metals",146.54,,,-35.027,,,-9.8326,,
2023M05,"May  2023",IN0001.24,"All groups excl. precious metals and fuels",144.38,,,-14.9355,,,-3.8812,,
2023M06,"June 2023",IN0001.20,"All groups",147.61,,,-34.709,,,-0.9196,,
2023M06,"June 2023",IN0001.01,"All food",133.14,,,-14.1918,,,-2.5757,,
2023M06,"June 2023",IN0001.02,"Food",132.04,,,-2.2216,,,-2.8189,,
2023M06,"June 2023",IN0001.03,"Tropical beverages",123.75,,,-11.4046,,,-1.8013,,
2023M06,"June 2023",IN0001.04,"Vegetable oilseeds and oils",140.4,,,-29.4401,,,-2.5474,,
2023M06,"June 2023",IN0001.06,"Agricultural raw materials",100.41,,,-11.0471,,,-0.9568,,
2023M06,"June 2023",IN0001.07,"Minerals, ores and metals",168.84,,,-2.7419,,,-0.3306,,
2023M06,"June 2023",IN0001.08,"Minerals, ores and non-precious metals",176.46,,,-11.3355,,,2.4382,,
2023M06,"June 2023",IN0001.09,"Precious metals",162.82,,,6.0578,,,-2.5847,,
2023M06,"June 2023",IN0001.10,"Fuels",146.24,,,-45.0267,,,-0.8273,,
2023M06,"June 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M06,"June 2023",IN0001.05,"Tropical beverages and food",129.99,,,-4.5525,,,-2.5854,,
2023M06,"June 2023",IN0001.22,"All groups excl. fuels",149.82,,,-7.1344,,,-1.0697,,
2023M06,"June 2023",IN0001.23,"All groups excl. precious metals",145.56,,,-38.2776,,,-0.6688,,
2023M06,"June 2023",IN0001.24,"All groups excl. precious metals and fuels",143.96,,,-12.6668,,,-0.2909,,
2023M07,"Jul. 2023",IN0001.20,"All groups",152.81,,,-32.211,,,3.5228,,
2023M07,"Jul. 2023",IN0001.01,"All food",133.66,,,-6.0651,,,0.3906,,
2023M07,"Jul. 2023",IN0001.02,"Food",128.38,,,0.6744,,,-2.7719,,
2023M07,"Jul. 2023",IN0001.03,"Tropical beverages",118.66,,,-11.6653,,,-4.1131,,
2023M07,"Jul. 2023",IN0001.04,"Vegetable oilseeds and oils",151.39,,,-12.2529,,,7.8276,,
2023M07,"Jul. 2023",IN0001.06,"Agricultural raw materials",100.25,,,-7.2961,,,-0.1593,,
2023M07,"Jul. 2023",IN0001.07,"Minerals, ores and metals",169.64,,,9.0161,,,0.4738,,
2023M07,"Jul. 2023",IN0001.08,"Minerals, ores and non-precious metals",177.43,,,4.6599,,,0.5497,,
2023M07,"Jul. 2023",IN0001.09,"Precious metals",163.48,,,13.0411,,,0.4054,,
2023M07,"Jul. 2023",IN0001.10,"Fuels",154.27,,,-43.732,,,5.491,,
2023M07,"Jul. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M07,"Jul. 2023",IN0001.05,"Tropical beverages and food",125.98,,,-2.4923,,,-3.0849,,
2023M07,"Jul. 2023",IN0001.22,"All groups excl. fuels",150.43,,,2.7598,,,0.4072,,
2023M07,"Jul. 2023",IN0001.23,"All groups excl. precious metals",151.37,,,-35.9362,,,3.9915,,
2023M07,"Jul. 2023",IN0001.24,"All groups excl. precious metals and fuels",144.55,,,-1.7936,,,0.4098,,
2023M08,"Aug. 2023",IN0001.20,"All groups",158.47,,,-32.7263,,,3.7039,,
2023M08,"Aug. 2023",IN0001.01,"All food",131.15,,,-6.7676,,,-1.8779,,
2023M08,"Aug. 2023",IN0001.02,"Food",128.52,,,3.6117,,,0.1091,,
2023M08,"Aug. 2023",IN0001.03,"Tropical beverages",118.67,,,-14.3053,,,0.0084,,
2023M08,"Aug. 2023",IN0001.04,"Vegetable oilseeds and oils",142.83,,,-16.3955,,,-5.6543,,
2023M08,"Aug. 2023",IN0001.06,"Agricultural raw materials",100.12,,,-5.3149,,,-0.1297,,
2023M08,"Aug. 2023",IN0001.07,"Minerals, ores and metals",166.61,,,4.3399,,,-1.7861,,
2023M08,"Aug. 2023",IN0001.08,"Minerals, ores and non-precious metals",173.84,,,-0.8329,,,-2.0233,,
2023M08,"Aug. 2023",IN0001.09,"Precious metals",160.9,,,9.2032,,,-1.5782,,
2023M08,"Aug. 2023",IN0001.10,"Fuels",165.02,,,-43.0278,,,6.9683,,
2023M08,"Aug. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M08,"Aug. 2023",IN0001.05,"Tropical beverages and food",126.09,,,-1.1834,,,0.0873,,
2023M08,"Aug. 2023",IN0001.22,"All groups excl. fuels",147.86,,,0,,,-1.7084,,
2023M08,"Aug. 2023",IN0001.23,"All groups excl. precious metals",158.15,,,-36.0778,,,4.4791,,
2023M08,"Aug. 2023",IN0001.24,"All groups excl. precious metals and fuels",141.99,,,-4.1191,,,-1.771,,
2023M09,"Sep. 2023",IN0001.20,"All groups",165.11,,,-23.5248,,,4.1901,,
2023M09,"Sep. 2023",IN0001.01,"All food",134.94,,,-2.6547,,,2.8898,,
2023M09,"Sep. 2023",IN0001.02,"Food",133.13,,,7.7627,,,3.587,,
2023M09,"Sep. 2023",IN0001.03,"Tropical beverages",119.15,,,-13.4964,,,0.4045,,
2023M09,"Sep. 2023",IN0001.04,"Vegetable oilseeds and oils",147.08,,,-11.0493,,,2.9756,,
2023M09,"Sep. 2023",IN0001.06,"Agricultural raw materials",101.57,,,1.5802,,,1.4483,,
2023M09,"Sep. 2023",IN0001.07,"Minerals, ores and metals",168.53,,,11.2556,,,1.1524,,
2023M09,"Sep. 2023",IN0001.08,"Minerals, ores and non-precious metals",178.6,,,7.9741,,,2.7382,,
2023M09,"Sep. 2023",IN0001.09,"Precious metals",160.57,,,14.301,,,-0.2051,,
2023M09,"Sep. 2023",IN0001.10,"Fuels",174.19,,,-33.378,,,5.5569,,
2023M09,"Sep. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M09,"Sep. 2023",IN0001.05,"Tropical beverages and food",129.69,,,2.086,,,2.8551,,
2023M09,"Sep. 2023",IN0001.22,"All groups excl. fuels",150.38,,,5.879,,,1.7043,,
2023M09,"Sep. 2023",IN0001.23,"All groups excl. precious metals",165.72,,,-26.6855,,,4.7866,,
2023M09,"Sep. 2023",IN0001.24,"All groups excl. precious metals and fuels",145.79,,,2.1439,,,2.6762,,
2023M10,"Oct. 2023",IN0001.20,"All groups",163.39,,,-16.4203,,,-1.0417,,
2023M10,"Oct. 2023",IN0001.01,"All food",128.89,,,-4.8852,,,-4.4835,,
2023M10,"Oct. 2023",IN0001.02,"Food",130.47,,,4.2093,,,-1.998,,
2023M10,"Oct. 2023",IN0001.03,"Tropical beverages",118.28,,,-6.8881,,,-0.7302,,
2023M10,"Oct. 2023",IN0001.04,"Vegetable oilseeds and oils",132.17,,,-16.4908,,,-10.1373,,
2023M10,"Oct. 2023",IN0001.06,"Agricultural raw materials",101.27,,,5.3579,,,-0.2954,,
2023M10,"Oct. 2023",IN0001.07,"Minerals, ores and metals",165.83,,,11.64,,,-1.6021,,
2023M10,"Oct. 2023",IN0001.08,"Minerals, ores and non-precious metals",173.59,,,8.5005,,,-2.8052,,
2023M10,"Oct. 2023",IN0001.09,"Precious metals",159.7,,,14.4967,,,-0.5418,,
2023M10,"Oct. 2023",IN0001.10,"Fuels",173.66,,,-24.6169,,,-0.3043,,
2023M10,"Oct. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M10,"Oct. 2023",IN0001.05,"Tropical beverages and food",127.47,,,1.4485,,,-1.7118,,
2023M10,"Oct. 2023",IN0001.22,"All groups excl. fuels",146.75,,,5.6211,,,-2.4139,,
2023M10,"Oct. 2023",IN0001.23,"All groups excl. precious metals",163.89,,,-19.274,,,-1.1043,,
2023M10,"Oct. 2023",IN0001.24,"All groups excl. precious metals and fuels",140.92,,,1.6006,,,-3.3404,,
2023M11,"Nov. 2023",IN0001.20,"All groups",157.78,,,-16.7827,,,-3.4335,,
2023M11,"Nov. 2023",IN0001.01,"All food",131.05,,,-3.3198,,,1.6758,,
2023M11,"Nov. 2023",IN0001.02,"Food",129.79,,,3.7158,,,-0.5212,,
2023M11,"Nov. 2023",IN0001.03,"Tropical beverages",124.93,,,7.9216,,,5.6223,,
2023M11,"Nov. 2023",IN0001.04,"Vegetable oilseeds and oils",136.73,,,-17.1032,,,3.4501,,
2023M11,"Nov. 2023",IN0001.06,"Agricultural raw materials",101.87,,,5.3029,,,0.5925,,
2023M11,"Nov. 2023",IN0001.07,"Minerals, ores and metals",171.89,,,11.1478,,,3.6543,,
2023M11,"Nov. 2023",IN0001.08,"Minerals, ores and non-precious metals",179.64,,,7.8919,,,3.4852,,
2023M11,"Nov. 2023",IN0001.09,"Precious metals",165.76,,,14.0891,,,3.7946,,
2023M11,"Nov. 2023",IN0001.10,"Fuels",162.01,,,-25.9214,,,-6.7085,,
2023M11,"Nov. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M11,"Nov. 2023",IN0001.05,"Tropical beverages and food",128.59,,,4.6894,,,0.8786,,
2023M11,"Nov. 2023",IN0001.22,"All groups excl. fuels",150.93,,,5.9753,,,2.8484,,
2023M11,"Nov. 2023",IN0001.23,"All groups excl. precious metals",156.71,,,-19.8619,,,-4.381,,
2023M11,"Nov. 2023",IN0001.24,"All groups excl. precious metals and fuels",144.25,,,2.218,,,2.363,,
2023M12,"Dec. 2023",IN0001.20,"All groups",150.15,,,-18.0046,,,-4.8358,,
2023M12,"Dec. 2023",IN0001.01,"All food",128.7,,,-3.8117,,,-1.7932,,
2023M12,"Dec. 2023",IN0001.02,"Food",123.93,,,-0.1048,,,-4.515,,
2023M12,"Dec. 2023",IN0001.03,"Tropical beverages",133.18,,,13.5573,,,6.6037,,
2023M12,"Dec. 2023",IN0001.04,"Vegetable oilseeds and oils",134.45,,,-16.0422,,,-1.6675,,
2023M12,"Dec. 2023",IN0001.06,"Agricultural raw materials",103.53,,,3.0457,,,1.6295,,
2023M12,"Dec. 2023",IN0001.07,"Minerals, ores and metals",174.78,,,5.8182,,,1.6813,,
2023M12,"Dec. 2023",IN0001.08,"Minerals, ores and non-precious metals",181.43,,,-0.3679,,,0.9964,,
2023M12,"Dec. 2023",IN0001.09,"Precious metals",169.52,,,11.6733,,,2.2683,,
2023M12,"Dec. 2023",IN0001.10,"Fuels",149.09,,,-27.195,,,-7.9748,,
2023M12,"Dec. 2023",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2023M12,"Dec. 2023",IN0001.05,"Tropical beverages and food",126.21,,,3.1212,,,-1.8508,,
2023M12,"Dec. 2023",IN0001.22,"All groups excl. fuels",151.88,,,2.6078,,,0.6294,,
2023M12,"Dec. 2023",IN0001.23,"All groups excl. precious metals",147.55,,,-21.2353,,,-5.8452,,
2023M12,"Dec. 2023",IN0001.24,"All groups excl. precious metals and fuels",143.93,,,-1.6267,,,-0.2218,,
2024M01,"Jan. 2024",IN0001.20,"All groups",151.53,,,-11.0165,,,0.9191,,
2024M01,"Jan. 2024",IN0001.01,"All food",129.98,,,-2.7241,,,0.9946,,
2024M01,"Jan. 2024",IN0001.02,"Food",126.11,,,-0.1109,,,1.7591,,
2024M01,"Jan. 2024",IN0001.03,"Tropical beverages",135.01,,,15.3143,,,1.3741,,
2024M01,"Jan. 2024",IN0001.04,"Vegetable oilseeds and oils",133.87,,,-14.1088,,,-0.4314,,
2024M01,"Jan. 2024",IN0001.06,"Agricultural raw materials",104.93,,,2.3108,,,1.3523,,
2024M01,"Jan. 2024",IN0001.07,"Minerals, ores and metals",174.36,,,-0.3885,,,-0.2403,,
2024M01,"Jan. 2024",IN0001.08,"Minerals, ores and non-precious metals",180.75,,,-6.8923,,,-0.3748,,
2024M01,"Jan. 2024",IN0001.09,"Precious metals",169.32,,,5.8515,,,-0.118,,
2024M01,"Jan. 2024",IN0001.10,"Fuels",151.1,,,-16.3205,,,1.3482,,
2024M01,"Jan. 2024",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2024M01,"Jan. 2024",IN0001.05,"Tropical beverages and food",128.3,,,3.4761,,,1.656,,
2024M01,"Jan. 2024",IN0001.22,"All groups excl. fuels",152.23,,,-0.9177,,,0.2304,,
2024M01,"Jan. 2024",IN0001.23,"All groups excl. precious metals",149.14,,,-13.1291,,,1.0776,,
2024M01,"Jan. 2024",IN0001.24,"All groups excl. precious metals and fuels",144.53,,,-4.1515,,,0.4169,,
2024M02,"Feb. 2024",IN0001.20,"All groups",149.59,,,-9.4163,,,-1.2803,,
2024M02,"Feb. 2024",IN0001.01,"All food",130.5,,,-4.3395,,,0.4001,,
2024M02,"Feb. 2024",IN0001.02,"Food",126.33,,,-0.598,,,0.1745,,
2024M02,"Feb. 2024",IN0001.03,"Tropical beverages",145.95,,,15.1752,,,8.1031,,
2024M02,"Feb. 2024",IN0001.04,"Vegetable oilseeds and oils",128.97,,,-18.456,,,-3.6603,,
2024M02,"Feb. 2024",IN0001.06,"Agricultural raw materials",106.17,,,5.4006,,,1.1817,,
2024M02,"Feb. 2024",IN0001.07,"Minerals, ores and metals",171.14,,,-0.8516,,,-1.8468,,
2024M02,"Feb. 2024",IN0001.08,"Minerals, ores and non-precious metals",174.81,,,-10.0818,,,-3.2863,,
2024M02,"Feb. 2024",IN0001.09,"Precious metals",168.25,,,8.2829,,,-0.6319,,
2024M02,"Feb. 2024",IN0001.10,"Fuels",148.88,,,-13.7328,,,-1.4692,,
2024M02,"Feb. 2024",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2024M02,"Feb. 2024",IN0001.05,"Tropical beverages and food",131.17,,,3.2835,,,2.2369,,
2024M02,"Feb. 2024",IN0001.22,"All groups excl. fuels",150.74,,,-1.5286,,,-0.9788,,
2024M02,"Feb. 2024",IN0001.23,"All groups excl. precious metals",147.08,,,-11.6371,,,-1.3813,,
2024M02,"Feb. 2024",IN0001.24,"All groups excl. precious metals and fuels",142.85,,,-6.0506,,,-1.1624,,
2024M03,"Mar. 2024",IN0001.20,"All groups",152.79,,,-3.5051,,,2.1392,,
2024M03,"Mar. 2024",IN0001.01,"All food",131.39,,,-2.2541,,,0.682,,
2024M03,"Mar. 2024",IN0001.02,"Food",124.34,,,-2.1638,,,-1.5752,,
2024M03,"Mar. 2024",IN0001.03,"Tropical beverages",159.49,,,28.4449,,,9.2771,,
2024M03,"Mar. 2024",IN0001.04,"Vegetable oilseeds and oils",127.66,,,-16.5621,,,-1.0157,,
2024M03,"Mar. 2024",IN0001.06,"Agricultural raw materials",107.4,,,8.2334,,,1.1585,,
2024M03,"Mar. 2024",IN0001.07,"Minerals, ores and metals",176.28,,,1.7607,,,3.0034,,
2024M03,"Mar. 2024",IN0001.08,"Minerals, ores and non-precious metals",172.34,,,-9.3996,,,-1.413,,
2024M03,"Mar. 2024",IN0001.09,"Precious metals",179.39,,,12.2591,,,6.6211,,
2024M03,"Mar. 2024",IN0001.10,"Fuels",152.04,,,-6.0844,,,2.1225,,
2024M03,"Mar. 2024",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2024M03,"Mar. 2024",IN0001.05,"Tropical beverages and food",133,,,5.2465,,,1.3951,,
2024M03,"Mar. 2024",IN0001.22,"All groups excl. fuels",154.02,,,0.9372,,,2.1759,,
2024M03,"Mar. 2024",IN0001.23,"All groups excl. precious metals",149.22,,,-5.6465,,,1.455,,
2024M03,"Mar. 2024",IN0001.24,"All groups excl. precious metals and fuels",142.59,,,-4.5199,,,-0.182,,
2024M04,"Apr. 2024",IN0001.20,"All groups",160.74,,,-1.5134,,,5.2032,,
2024M04,"Apr. 2024",IN0001.01,"All food",135.75,,,-2.2115,,,3.3184,,
2024M04,"Apr. 2024",IN0001.02,"Food",122.98,,,-9.2532,,,-1.0938,,
2024M04,"Apr. 2024",IN0001.03,"Tropical beverages",191.25,,,48.1869,,,19.9135,,
2024M04,"Apr. 2024",IN0001.04,"Vegetable oilseeds and oils",126.39,,,-15.8074,,,-0.9948,,
2024M04,"Apr. 2024",IN0001.06,"Agricultural raw materials",105.19,,,3.2895,,,-2.0577,,
2024M04,"Apr. 2024",IN0001.07,"Minerals, ores and metals",190.29,,,8.2115,,,7.9476,,
2024M04,"Apr. 2024",IN0001.08,"Minerals, ores and non-precious metals",184.92,,,-0.2643,,,7.2995,,
2024M04,"Apr. 2024",IN0001.09,"Precious metals",194.52,,,15.5793,,,8.4341,,
2024M04,"Apr. 2024",IN0001.10,"Fuels",159.28,,,-5.0548,,,4.7619,,
2024M04,"Apr. 2024",IN0001.31,"Selected groups",,,"No value reported or collected",,,"No value reported or collected",,,"No value reported or collected"
2024M04,"Apr. 2024",IN0001.05,"Tropical beverages and food",139.81,,,4.3904,,,5.1203,,
2024M04,"Apr. 2024",IN0001.22,"All groups excl. fuels",163.11,,,4.6718,,,5.9018,,
2024M04,"Apr. 2024",IN0001.23,"All groups excl. precious metals",156.2,,,-3.8888,,,4.6777,,
2024M04,"Apr. 2024",IN0001.24,"All groups excl. precious metals and fuels",148.96,,,-0.8322,,,4.4674,,
2024M05,"May  2024",IN0001.20,"All groups",157.34,,,5.6115,,,-2.1152,,
2024M05,"May  2024",IN0001.01,"All food",132.2,,,-3.2636,,,-2.6151,,
2024M05,"May  2024",IN0001.02,"Food",122.07,,,-10.1568,,,-0.74,,
2024M05,"May  2024",IN0001.03,"Tropical beverages",172.92,,,37.2163,,,-9.5843,,
2024M05,"May  2024",IN0001.04,"Vegetable oilseeds and oils",126.65,,,-12.0913,,,0.2057,,
2024M05,"May  2024",IN0001.06,"Agricultural raw materials",104.79,,,3.3636,,,-0.3803,,
2024M05,"May  2024",IN0001.07,"Minerals, ores and metals",196.41,,,15.9445,,,3.2161,,
2024M05,"May  2024",IN0001.08,"Minerals, ores and non-precious metals",195.7,,,13.6073,,,5.8295,,
